producto,rating,cluster,text,date,tb_polarity,tb_subjectivity,tb_category
Samsung A15,5,4,Estoy muy feliz solo algunos detalles de una pequeña rotura en la caja del equipo pero funciona de maravillas. Además falta el sello de origen pero esta funcionando excelente.,2024-10-30,0.0,0.0,Neutral
Samsung A15,5,4,Hola me parece un celular gama media exelente habría q comprarle un vidrio templado.,2024-10-27,0.0,0.0,Neutral
Samsung A15,5,1,Excelente equipo!.,2024-10-18,0.0,0.0,Neutral
Samsung A15,5,0,Muy bueno el celular quede conforme.,2024-07-13,0.0,0.0,Neutral
Samsung A15,5,0,Muy bueno.,2024-06-27,0.0,0.0,Neutral
Samsung A15,5,0,Está bueno.,2024-10-15,0.0,0.0,Neutral
Samsung A15,5,4,God.,2025-03-15,0.0,0.0,Neutral
Samsung A15,5,7,Mejor de lo que esperaba.,2025-03-11,0.0,0.0,Neutral
Samsung A15,5,4,"Hace menos de un mes que lo tengo y hasta ahora me parece un excelente equipo, sin gastar demasiado es muy buen celular. La definición de pantalla es súper nítida, es ligero con las apps y me encanta el diseño en general, la cámara de 50mpx si bien no la probé demasiado me parece muy decente y saca buenas fotos. Lo único que capaz no me gusta tanto es la batería, no se mantiene como pensaba y en comparación con mi celu anterior que era un motorola tarda mas tiempo en cargarse al 100%, pero sacando eso estoy mas que feliz con mi compra.",2025-03-10,0.05000000000000002,0.5,Neutral
Samsung A15,5,5,Buen producto para ser de gama media cumple muy bien en todos los aspectos.,2025-03-10,0.0,0.0,Neutral
Samsung A15,5,6,"Lamentable que no incluya el cargador. El original cuesta un 10% del celular, que es bueno.",2025-03-08,0.375,0.75,Positivo
Samsung A15,5,4,"Más allá de que estaría bueno que te vengas con el cargador y no un cable usb raro, el celular es excelente. Buen rendimiento, la camara no es wow pero se la banca, saca fotos con gran angular y eso está bueno. La batería me llega a durar días dependiendo del uso, lo recomiendo para quien quiera un celular bueno sin quedarse en la quiebra.",2025-03-07,0.1,1.0,Neutral
Samsung A15,5,6,"Lo unico malo q no trae cargador, hay q hacer un gasto aparte.",2025-02-26,0.0,0.0,Neutral
Samsung A15,5,4,"Buscaba un celular de gama media con más memoria y buena cámara. La verdad estoy muy conforme, es lo que necesitaba.",2025-01-20,0.0,0.0,Neutral
Samsung A15,5,4,"Hace poco menos de una semana que lo estoy usando, el producto es bueno teniendo en cuenta que lo estoy comparando con motorola. Pero es muy pronto para ponderarlo.",2025-01-18,0.0,0.0,Neutral
Samsung A15,5,6,"Se esperaria que al comprar un telefono, este cuente con. Su cargador.",2024-12-31,0.0,0.0,Neutral
Samsung A15,5,6,Todo bien. Lastima que no tree cargador.,2024-12-28,0.0,0.0,Neutral
Samsung A15,5,4,"Es espectacular lo compré para regalarle a mi mamá, quedó enloquecida con su celular nuevo. Lo recomiendo al 100 x 100, lo malo que no trae el transformador para cargar, pero ahora parece que samsung recortó ese accesorio.",2024-12-26,0.0,0.0,Neutral
Samsung A15,5,6,"Hermoso el celular recomendable , lo único que no viene el cargador lo malo.",2024-12-26,0.0,0.0,Neutral
Samsung A15,5,4,"Muy buen celular, lo único malo es el cable para cargar, ya que tiene de los dos lados la misma ficha.",2024-12-26,0.0,0.0,Neutral
Samsung A15,5,6,Una marca mas que conocida por todos. Lo único malo es que te viene sin el cargador.,2024-12-23,0.0,0.0,Neutral
Samsung A15,5,4,"Muy bueno, se lo regale a mi hija y le encantó, volvería a comprar uno para mí jaja.",2024-12-04,0.0,0.0,Neutral
Samsung A15,5,1,"Excelente producto, lo usa mí esposa que solo saca fotos y manda whatsapp. Así que le va como piña de padrastro.",2024-12-01,0.0,0.0,Neutral
Samsung A15,5,4,Todo perfecto!.,2024-11-11,0.0,0.0,Neutral
Samsung A15,5,3,"Super rápido, muy conforme en cuanto precio y calidad!.",2024-11-08,0.41666666666666663,0.6666666666666666,Positivo
Samsung A15,5,9,Buena relación precio calidad y es rápido al usarlo.,2024-11-08,0.0,0.0,Neutral
Samsung A15,5,2,Hasta ahora bien. Lo estoy probando todavía.,2024-10-15,0.0,0.0,Neutral
Samsung A15,5,4,"Cumple como telefóno ,biena velocidad para aplicaciones normales , buenas imagenes , lindo , no se tilda como el anterior asi que esta feliz mi hijo , se lo regale para su cumple. Lo recomiendo.",2024-10-05,0.0,0.0,Neutral
Samsung A15,5,5,Muy buen producto.,2024-10-02,0.0,0.0,Neutral
Samsung A15,5,4,Buenisimo.,2024-09-09,0.0,0.0,Neutral
Samsung A15,5,1,Excelente precio y muy lindo celular.,2024-09-09,0.0,0.0,Neutral
Samsung A15,5,1,Excelente producto.,2024-08-25,0.0,0.0,Neutral
Samsung A15,5,7,Feliz con la compra. Todo lo. Que esperaba y más.,2024-08-07,0.0,0.0,Neutral
Samsung A15,5,3,Exelente precio calidad.,2024-08-03,0.0,0.0,Neutral
Samsung A15,5,4,"Hermoso. Me encanta,lo recomiendo.",2024-07-18,0.0,0.0,Neutral
Samsung A15,5,0,Bueno.,2024-07-03,0.0,0.0,Neutral
Samsung A15,5,3,Calidad precio muy bueno.,2025-02-11,0.0,0.0,Neutral
Samsung A15,5,4,Hermosa la cámara.,2025-02-18,0.0,0.0,Neutral
Samsung A15,5,8,"Excelente celular!. Lo uso para clases virtuales, pdf, uno que otro juego. La bateria le dura de 2 a 3 dias de acuerdo al uso.",2025-04-11,0.0,0.0,Neutral
Samsung A15,5,7,"Esta hermoso , muy lindo todo. La bateria no me sorprendio del todo pero bueno es mas de lo que esperaba 😍🤗.",2025-02-25,0.0,0.0,Neutral
Samsung A15,5,3,Muy buena calidad. Llevo una semana usándolo. Muy buena cámara y sonido. Buena resolución de pantalla y táctil. Lo mejor.,2025-02-15,0.0,0.0,Neutral
Samsung A15,5,8,"Bueno, ya es la segunda vez que utilizo el seguro de mercado pago y 10 puntos, si compras el teléfono te lo recomiendo mil veces, esta vez me robaron y a los 3 días me devolvieron el valor total y me lo volví a comprar. El celular bien, me parece que la batería no le dura tanto y la cámara frontal es muy buena, la cámara trasera normal como todas. No es un teléfono grande, sino al contrario, y tuve un par de problemas porque se me trababa un poco al usarlo, pero después muy lindo! por algo me lo volví a comprar.",2025-01-16,0.09375,0.7,Neutral
Samsung A15,5,4,Es más amarillo pero con mí celular sale más claro jajaj. Lo recomiendo!!!.,2024-11-12,0.0,0.0,Neutral
Samsung A15,5,4,Estoy muy conforme.,2024-11-11,0.0,0.0,Neutral
Samsung A15,5,8,"Trabajo en herrería, necesitaba un celu para guerrear el día a día, buena cámara para las redes y hacer publicidad. Hace 1 mes lo tengo y la verdad bárbaro. No trae cargador, asi que tuve que gastar en uno $35 000 y lo carga rapidísimo. Dura todo el día la bat.",2025-04-26,0.0,0.0,Neutral
Samsung A15,5,3,Muy lindo buena calidad.,2025-03-28,0.0,0.0,Neutral
Samsung A15,5,1,"Excelente me encantoo, cumple con todo.",2025-03-25,0.0,0.0,Neutral
Samsung A15,5,4,"Muy lindo, tiene una muy buena imagen, sonido y es rápido!.",2025-02-24,0.0,0.0,Neutral
Samsung A15,5,4,Me encantó! lo único que se me hizo raro es el cable que vino. Tiene el tipo c de ambos lado y sin enchufe. Le tuve comprar el enchufe original y me salió 30mil pero el celular todo de diez. La bateria la cámara y todas sus funciones.,2025-02-23,0.375,0.75,Positivo
Samsung A15,5,4,"Excelente celular por el precio , buena batería, saca fotos buenas , y los más que me encanta es que tiene nfc 👌.",2025-01-27,0.0,0.0,Neutral
Samsung A15,5,7,Es bueno. Es lo que esperaba.,2024-12-26,0.0,0.0,Neutral
Samsung A15,5,4,"Super completo , una belleza ¡¡¡ las fotos son increíbles.",2024-11-11,0.3333333333333333,0.6666666666666666,Positivo
Samsung A15,5,0,Muy bueno es recomendable muy cumple toda la funciones q yo necesitaba.,2024-09-23,0.0,0.0,Neutral
Samsung A15,5,1,Excelente 👌 tal como lo imaginaba.,2024-09-10,0.0,0.0,Neutral
Samsung A15,5,4,"Nunca me gustó el samsung solía ver q tenían mucha falla se traba todo y n tiene q ver el ram q tenga y x eso nunca me gustaron tuve un redmi note 8 y era una bala. Pero este la verdad está muy bueno tengo más de 18mil fotos y videos y anda a la perfección no se traba, lo único q n tiene para grabar pantalla y n viene con el cargador ni auricular pero el resto todo muy bien. Me encanta.",2025-04-26,0.0,0.0,Neutral
Samsung A15,5,4,"Estoy muy satisfecho con el celu, es lo que buscaba precio/calidad y funcionalidad. Muy feliz.",2025-04-20,0.0,0.0,Neutral
Samsung A15,5,4,Exelente.,2025-04-02,0.0,0.0,Neutral
Samsung A15,5,3,"Muy sastifecho anda perfecto,buena calidad gracias recomendable.",2025-04-01,0.0,0.0,Neutral
Samsung A15,5,9,Celular muy compacto gran duración de batería buenas fotos relación precio calidad muy conforme.,2025-03-30,0.0,0.0,Neutral
Samsung A15,5,4,Simplemente hermoso.,2025-03-28,0.0,0.0,Neutral
Samsung A15,5,9,"Buena relación precio calidad,ya tiene su funda y protector de pantalla, esperemos dure,buen producto.",2025-03-23,0.0,0.0,Neutral
Samsung A15,5,4,Mi telefono es samsung y voy a regalar el a15 e s lo mejor en tecnologia.,2025-03-15,0.0,0.0,Neutral
Samsung A15,5,4,"El segundo que encargo, hermoso🤗💖.",2025-03-14,0.0,0.0,Neutral
Samsung A15,5,4,Excelente equipo. Aunque solo trae cable para cargar. Hay que comprar el cabezal aparte (aproximadamente 20 mil).,2025-03-01,0.0,0.0,Neutral
Samsung A15,5,1,"La cumpleaños quedo feliz ,excelente producto saca muy bonitas fotos ♡.",2025-02-26,0.0,0.0,Neutral
Samsung A15,5,4,Buenísimo 🫶samsung nunca falla.,2025-02-18,0.0,0.0,Neutral
Samsung A15,5,1,Excelente supero mis espectativas. Hermoso celular. Vuela.,2025-02-15,0.0,0.0,Neutral
Samsung A15,5,1,Es la marca líder en celulares por ello para el precio que tiene me ha parecido un teléfono realmente excelente.,2025-01-23,0.0,0.0,Neutral
Samsung A15,5,3,"Muy bueno, la verdad que si buscan un telefono calidad precio y no son muy exigentes, les va a ir de maravilla. Muy satisfecho.",2025-01-14,0.0,0.0,Neutral
Samsung A15,5,1,"Muy bueno, excelente!!.",2025-01-08,0.0,0.0,Neutral
Samsung A15,5,9,Hermoso relación precio calidad vale la pena.,2024-12-27,0.0,0.0,Neutral
Samsung A15,5,4,Exelente producto.,2024-12-24,0.0,0.0,Neutral
Samsung A15,5,4,Se configuró muy rápido y esta re lindo y sobre todo a un buen precio!.,2024-12-21,0.0,0.0,Neutral
Samsung A15,5,4,"Ni idea, no probé el celular porque es un regalo de navidad para mi hermanita. Yo uso iphone jajjajaj igual esta re mortal el color lo amé !! es re grande y super lindo, la verdad que veo estos celulares con tremendos colores y me dan ganas de volver a samsung.",2024-12-20,0.3333333333333333,0.6666666666666666,Positivo
Samsung A15,5,4,"Recién lo tengo hace una semana, lo estoy descubriendo pero por ahora todo conforme.",2024-12-16,0.0,0.0,Neutral
Samsung A15,5,0,Es muy bueno.,2024-12-09,0.0,0.0,Neutral
Samsung A15,5,5,Excelente precio y calidad muy buen producto.,2024-11-20,0.0,0.0,Neutral
Samsung A15,5,4,Perfecto estado.,2024-11-11,0.0,0.0,Neutral
Samsung A15,5,8,"Exelente opción en gama media , sobre todo la duración de la batería , la carga rápida y la pantalla !.",2024-11-08,0.0,0.0,Neutral
Samsung A15,5,4,10 puntos.,2024-10-22,0.0,0.0,Neutral
Samsung A15,5,4,Hermoso!!.,2024-10-20,0.0,0.0,Neutral
Samsung A15,5,0,Muy bueno me encantó.,2024-10-15,0.0,0.0,Neutral
Samsung A15,5,0,Muy bueno el celuuu.,2024-10-14,0.0,0.0,Neutral
Samsung A15,5,5,Muy buen celular 👍.,2025-04-30,0.0,0.0,Neutral
Samsung A15,5,4,Genial.,2025-04-30,0.0,0.0,Neutral
Samsung A15,5,4,Flama.,2025-04-30,0.0,0.0,Neutral
Samsung A15,5,5,Producto altamente recomendable !!.,2025-04-29,0.0,0.0,Neutral
Samsung A15,5,4,Fue para un obsequio. Dijeron que les gustó.,2025-04-29,0.0,0.0,Neutral
Samsung A15,5,1,Excelente ya va una semana corre juegos pesado por el precio excelente producto y cálida en cámara y muy comodo.,2025-04-29,0.0,0.0,Neutral
Samsung A15,5,4,"Excelente,rápido y seguro.",2025-04-29,0.0,0.0,Neutral
Samsung A15,5,4,Me gusta el modelo de celular que saco samsung.,2025-04-29,0.0,0.0,Neutral
Samsung A15,5,4,"Es lindo , no se lo duradero que es , porque hace muy poquito que lo compre.",2025-04-29,0.0,0.0,Neutral
Samsung A15,5,4,De diez.,2025-04-28,0.0,0.0,Neutral
Samsung A15,5,1,"Buenisimo producto. Como es de esperarse de samsung, y el mejor precio para un excelente producto. Recomiendo.",2025-04-28,0.0,0.0,Neutral
Samsung A15,5,2,"Por ahora todo bien. Muy rata samsung vendiendo ahora celulares sin cargador, pero el resto todo en orden, está bueno el equipo.",2025-04-28,0.0,0.0,Neutral
Samsung A15,5,5,Es un buen celular con el que se puede grabar videos y que el sonido no sea chilloso a mi me encantó.,2025-04-28,0.0,0.0,Neutral
Samsung A15,5,4,100% recomendble. Hermoso producto. Muy buena imagen. Duracion de bateria. Buen sonido. Muchas gracias. !!!.,2025-04-28,0.0,0.0,Neutral
Samsung A15,5,3,"Se lo compramos a mamá para regalar, quedó súper contenta. Precio- calidad 🤭🤞🏻.",2025-04-28,0.0,0.0,Neutral
Samsung A15,5,4,Muy conforme.,2025-04-26,0.0,0.0,Neutral
Samsung A15,5,3,Muy buena calidad.,2025-04-26,0.0,0.0,Neutral
Samsung A15,5,5,Buen celular más avanzado que el que tenia. Más preciso y agil.,2025-04-25,0.0,0.0,Neutral
Samsung A15,5,7,No es lo que esperaba pero esta bueno.,2025-04-25,0.0,0.0,Neutral
Samsung A15,5,0,Por ahora muy bueno.,2025-04-25,0.0,0.0,Neutral
Samsung A15,5,4,"Me gustó mucho,, siempre uso motorola,,.",2025-04-25,0.0,0.0,Neutral
Samsung A15,5,4,Cubrió todas mis expectativas.,2025-04-25,0.0,0.0,Neutral
Samsung A15,5,2,Muy lindo 😊 y anda muy bien.,2025-04-25,0.0,0.0,Neutral
Samsung A15,5,5,"Muy buen teléfono, la cámara flama.",2025-04-24,0.0,0.0,Neutral
Samsung A15,5,0,Esta bueno me gusta.,2025-04-24,0.0,0.0,Neutral
Samsung A15,5,3,"Siempre compro esa marca!es muy buena calidad ,por supuesto que deben ponerle funda y vidrio protector.",2025-04-24,0.0,0.0,Neutral
Samsung A15,5,1,"Excelente, y al mejor precio!!!.",2025-04-24,0.0,0.0,Neutral
Samsung A15,5,6,Cuatro estrellas por qué vino sin cargador.,2025-04-24,0.0,0.0,Neutral
Samsung A15,5,1,Excelente 👌.,2025-04-23,0.0,0.0,Neutral
Samsung A15,5,3,Cumple con precio y calidad.,2025-04-23,0.0,0.0,Neutral
Samsung A15,5,5,Muy buen producto. Fácil de usar.,2025-04-23,0.0,0.0,Neutral
Samsung A15,5,1,Excelente. Cumple con las expectativas esperadas.,2025-04-23,0.0,0.0,Neutral
Samsung A15,5,2,Por ahora bien hace unos días que lo tengo.,2025-04-22,0.0,0.0,Neutral
Samsung A15,5,0,"Muy bueno, en unos años te digo como va.",2025-04-22,0.0,0.0,Neutral
Samsung A15,5,3,Por el precio es alto celu.,2025-04-22,0.0,0.0,Neutral
Samsung A15,5,4,Exelente celular habré más de 12 ventanas.,2025-04-22,0.0,0.0,Neutral
Samsung A15,5,4,"Muy bueno. Se lo regalamos a mi mamá por sus 60 años, super contenta. Lo elegí porque mi novia tiene el mismo y es un muy buen teléfono. Saca unas fotos geniales y tiene mucha memoria.",2025-04-22,0.3333333333333333,0.6666666666666666,Positivo
Samsung A15,5,8,Tiene buena memoria ram y de almacenamiento. La batería me dura bien todo el día y yo lo uso mucho !! contenta con la compra!!.,2025-04-22,0.0,0.0,Neutral
Samsung A15,5,4,"Por el momento anda de maravilla. Es un celular de gama media, con buenas prestaciones para su precio. Se. Lo compré a mi mujer. No puedo juzgar mucho la cámara todavía, pero parece ser bastante buena. La pantalla tiene una densidad de pixels por pulgada bastante decente. Para los precios actuales, es una buena opción. Está en marcha desde hace 3 días, con whatsapp, telegram, facebook, gmail y hotmail en app genérica de mail del dispositivo. Por el momento corre todo fluído y normal. Si cambia algo, edito en el futuro.",2025-04-22,0.15,0.6499999999999999,Positivo
Samsung A15,5,4,"Todavía no puedo opinar con propiedad, recién lo estoy probando. Hasta ahora, muy satisfecho.",2025-04-21,0.0,0.0,Neutral
Samsung A15,5,0,Muy bueno lastima que no traigan más los cargadores.,2025-04-21,0.0,0.0,Neutral
Samsung A15,5,1,Excelente 👌 👌 👌.,2025-04-21,0.0,0.0,Neutral
Samsung A15,5,4,"Relacionmprecio/calidad excelente, por supuesto q de acuerdo a sus características es un poco lento ante ciertos procesos, pero no es excusa para dar 5 estrellas.",2025-04-21,0.0,0.0,Neutral
Samsung A15,5,2,Muy bien. Hermoso. Buenísimo.,2025-04-21,0.0,0.0,Neutral
Samsung A15,5,5,"Buen producto, muy buena cámara tiene.",2025-04-21,0.0,0.0,Neutral
Samsung A15,5,0,Muy bueno todo.,2025-04-21,0.0,0.0,Neutral
Samsung A15,5,4,Recomendable.,2025-04-20,0.0,0.0,Neutral
Samsung A15,5,4,Espectacular.,2025-04-20,0.0,0.0,Neutral
Samsung A15,5,8,"La batería dura mucho, excelente pantalla amoled, en ese rango de precio es de lejos la mejor pantalla. El nfc es un bueno adicional también. El lector de huellas funciona muy bien. No tiene gorila glass y los 4gb de ram se notan, si abris youtube y unos 2 apps más el telefono empieza a sufrir. Por el precio es muchíssimo recomendable.",2025-04-20,0.0,0.0,Neutral
Samsung A15,5,4,Todo ok.,2025-04-19,0.5,0.5,Positivo
Samsung A15,5,3,"Es un celular estándar, calidad precio está muy bien. Se lo compré a mi mamá , recién comenzó a usarlo, veremos con el tiempo qué tal le va. Lindo celu!.",2025-04-19,0.0,0.0,Neutral
Samsung A15,4,6,"No le doy 5 estrellas porque me parece que por lo que cuesta el equipo, al menos podrían poner un cargador.",2024-07-19,0.0,0.0,Neutral
Samsung A15,4,8,"Lo tengo hace un mes. Empiezo por lo malo, y es que vino envuelto en poco papel burbuja y luego envuelto así nomás con una bolsa de consorcio. Puntos a favor: lo conseguí en oferta a 268. 000 en 6 cuotas sin interés! la cámara es excelente como se puede apreciar en las fotos, y el lente de 50mp es una locura, muy detallado. Las fotos del gato negro y las masitas están sacadas con la de 50mp, las demás con la de 12 y salen excelentes de igual manera. El gran angular es muy bueno, aunque obviamente baja la calidad de la foto pero sigue quedando bien. , el modo noche también (foto del concierto). Tema batería: no me puedo quejar, dura muchísimo, en mi caso, con bastante uso aguanta 1 día y medio, y carga completamente en menos de 1h y media. Jamás se me trabó, dejando abiertas en simultáneo más de 20 aplicaciones. Lo único que no me gusta es que no cuenta con parlante stereo, pero tiene un volumen muy alto, lo cual suma! en unos meses actualizaré.",2025-01-07,0.0,0.0,Neutral
Samsung A15,4,6,"No trae cargador!!!!! osea que aunque parezca menor, hay que hacer un gasto más.",2024-09-06,0.0,0.0,Neutral
Samsung A15,4,4,"Al lado de mi iphone6, este es gardel.",2024-07-05,0.0,0.0,Neutral
Samsung A15,4,6,"Esta muy lindo, tiene buena cámara. Lo único malo, que no trae cargador y es algo que debería tener porque es parte del equipo.",2024-09-25,0.0,0.0,Neutral
Samsung A15,4,6,"Recién lo estoy usando, no puedo calificar que tan bueno es, lastima que no trae cargador.",2024-08-01,0.0,0.0,Neutral
Samsung A15,4,4,"Para el precio esta muy bueno, la pantalla de 90hz suma mucho, hay que tener en cuenta que hay que comprar un cargador aparte porque no lo incluye pero es normal en la compra de celulares ""modernos"". Tiene nfc que en mi caso lo uso para acreditar cargas en la sube, para uso diario anda fluido y la memoria alcanza y sobra. La cámara esta bastante buena por el precio, la batería quizás podría ser un poco más duradera pero no es problema. La huella digital funciona rápido y eficaz. Lo recomiendo para uso diario ""normal"" de redes sociales y trabajo.",2024-09-21,0.09999999999999999,0.4333333333333333,Neutral
Samsung A15,4,6,"Se ve muy bueno, el sistema copia todo de tu celular anterior con facilidad. Noble doy más punta je porque no trae cargador. Me parece de cuarta comprar un celular que funciona a batería y que no traiga su cargador. Patético. Una pena xq de o contrario seria excelente.",2024-10-18,0.6,0.9,Positivo
Samsung A15,4,6,Le falta el cargador osea tiene el cable nomas lo. Unico que reprocho.,2024-10-03,0.0,0.0,Neutral
Samsung A15,4,4,Muy buen celular lastima que ya no incluye cargador cuando el resto de las marcas te traen cargadores de carga rápida.,2024-10-01,0.0,0.0,Neutral
Samsung A15,4,3,Muy lindo excelente precio calidad lindo para mí gusto.,2024-08-22,0.0,0.0,Neutral
Samsung A15,4,6,Esta bueno del celu lo malo que viene sin cargador!!.,2024-09-24,0.0,0.0,Neutral
Samsung A15,4,6,"Muy buen teléfono, lo único que no trae cargador, tendrían que agregarlo.",2024-10-26,0.0,0.0,Neutral
Samsung A15,4,4,"Hola!!! lo único disconforme fue rl cable de carga sin enchufe y una entrada para adaptar a el enchufe de otros que es más chica no compatible,por lo demás bien,gracias.",2024-10-27,0.0,0.0,Neutral
Samsung A15,4,6,"Cumplió con las expectativas, me complicó un poquito conseguir el cargador para el cable que trae pero ya está!.",2024-10-04,0.0,0.0,Neutral
Samsung A15,4,4,"Lo tengo hace una semana, y hasta ahora de 10 todo,sólo q debería haber traído cargador y la cámara pensé q iba a ser mucho mejor, pero igual zafa, todo lo demás muy lindo.",2024-12-01,0.0,0.0,Neutral
Samsung A15,4,4,No trae enchufe.,2024-11-08,0.0,0.0,Neutral
Samsung A15,4,4,A veces se tilda. Si pueden compren algo más con más ram.,2024-12-09,0.0,0.0,Neutral
