producto,rating,cluster,dominant_topic,topic_probability,topic_name,text,date
Samsung A15,5,1,0,0.8745865659656737,"Tópico 0: precio, calidad, camara, mas, buen","Es excelente, las imagenes de fotos recomendable.",2024-09-17
Samsung A15,5,4,0,0.5573554741514505,"Tópico 0: precio, calidad, camara, mas, buen",Lo compre para hacer un regalo muy buen precio samsung lo mejor!!!!.,2024-08-09
Samsung A15,5,4,1,0.9679227655350027,"Tópico 1: cargador, bien, ahora, trae, compre",Perfectirijillo.,2024-09-25
Samsung A15,5,6,1,0.7923413846092694,"Tópico 1: cargador, bien, ahora, trae, compre",Lo unico malo q tengo para criticar es que no viene el cargador. Solo el cable usb. Lo demas todo bien!.,2024-09-23
Samsung A15,5,4,0,0.6225266575570148,"Tópico 0: precio, calidad, camara, mas, buen",Se lo compre a mi mamá y a mí novio. Por ahora ningún problema. Es buenísimo el celular y tiene una cámara hermosa.,2024-08-08
Samsung A15,5,4,0,0.530175606169593,"Tópico 0: precio, calidad, camara, mas, buen",Super recomendable hermoso me encanto ♡♡♡.,2024-11-10
Samsung A15,5,4,0,0.9365596589472482,"Tópico 0: precio, calidad, camara, mas, buen",10pts.,2024-10-11
Samsung A15,5,6,1,0.7178109288173554,"Tópico 1: cargador, bien, ahora, trae, compre","Muy bueno y rapido, gran capacidad de bateria, viene sin cargador.",2024-07-10
Samsung A15,5,3,0,0.9471424838081003,"Tópico 0: precio, calidad, camara, mas, buen",Acorde al precio muy buena camara y prestaciones.,2024-07-03
Samsung A15,5,6,0,0.7835118894862836,"Tópico 0: precio, calidad, camara, mas, buen",Muy conforme con el producto. Excelente estado. Puntos en contra el que no traiga cargador. Sólo cable.,2024-10-10
Samsung A15,5,4,1,0.8609672865915261,"Tópico 1: cargador, bien, ahora, trae, compre","El celular a15 superó mis expectativas, veloz, súper !!! por su precio, es lo mejor que he podido haber conseguido. Altamente recomendable.",2024-08-13
Samsung A15,5,4,0,0.9690533917995261,"Tópico 0: precio, calidad, camara, mas, buen","Samsung, palabra mayor.",2024-07-29
Samsung A15,5,4,0,0.6101128492862936,"Tópico 0: precio, calidad, camara, mas, buen",Me encanto.,2024-05-22
Samsung A15,5,5,0,0.9239278841549868,"Tópico 0: precio, calidad, camara, mas, buen",Buen producto.,2024-04-29
Samsung A15,5,4,1,0.6618847978975572,"Tópico 1: cargador, bien, ahora, trae, compre","Se lo regale a mi hija de 15, y todavía no se quejo.",2024-12-07
Samsung A15,5,4,0,0.9321473194431162,"Tópico 0: precio, calidad, camara, mas, buen","Fue destinado para un mayor adulto, así que más que conforme. Puntos a destacar: super amoled de 6,5 pulgadas, cámara principal de 50 mp, memoria 4g (te queda corto si sos más exigente), 128 g de capacidad (depende de tu utilidad), desbloquea la pantalla con la huella dactilar, procesador octa-core 2g (aceptable) y cuenta con nfc.",2024-12-06
Samsung A15,5,0,0,0.8941644201150896,"Tópico 0: precio, calidad, camara, mas, buen","Mi suegra no se quejo, por lo tanto supongo que debe estar bueno.",2024-10-19
Samsung A15,5,5,0,0.9116434477461808,"Tópico 0: precio, calidad, camara, mas, buen","Es un buen celular para el dia a dia, no para pavadas como los jueguitos, para eso comprate la play.",2024-10-05
Samsung A15,5,2,1,0.7516290514022719,"Tópico 1: cargador, bien, ahora, trae, compre","Parece un muy buen celular. Si bien samsung es garantía, no puedo definir su durabilidad porque recién lo estoy utilizando. Parece que nos llevaremos bien él y yo.",2024-11-17
Samsung A15,5,1,1,0.9299868710032653,"Tópico 1: cargador, bien, ahora, trae, compre",Excelente.,2024-09-09
Samsung A15,5,3,1,0.5214109220713419,"Tópico 1: cargador, bien, ahora, trae, compre",Muy bonito. La calidad para el precio está muy bien. Lo recomiendo por este precio.,2024-10-15
Samsung A15,5,5,0,0.7009208825846046,"Tópico 0: precio, calidad, camara, mas, buen",Buen telefono por el precio.,2025-02-22
Samsung A15,5,4,0,0.8357524279131835,"Tópico 0: precio, calidad, camara, mas, buen",Lindo telefono pero la funcionalidad es bastante lenta para lo que son hoy los telefonos.,2024-12-27
Samsung A15,5,4,0,0.7760797352859681,"Tópico 0: precio, calidad, camara, mas, buen",Hola como estas buenas tardes no lo disfrute nada x q me lo robaron quería saber si tenia algún seguro como para poder recuperar hermoso celular 😪😪.,2024-12-03
Samsung A15,5,2,0,0.9463424994368071,"Tópico 0: precio, calidad, camara, mas, buen","Muy bueno lo estoy usando hace un tiempo, bien no se me tilda no se apaga la pantalla, en si es un (samsung).",2024-11-18
Samsung A15,5,4,1,0.8990133945779926,"Tópico 1: cargador, bien, ahora, trae, compre",Estoy muy feliz solo algunos detalles de una pequeña rotura en la caja del equipo pero funciona de maravillas. Además falta el sello de origen pero esta funcionando excelente.,2024-10-30
Samsung A15,5,4,0,0.6480746872504769,"Tópico 0: precio, calidad, camara, mas, buen",Hola me parece un celular gama media exelente habría q comprarle un vidrio templado.,2024-10-27
Samsung A15,5,1,1,0.9498626211393313,"Tópico 1: cargador, bien, ahora, trae, compre",Excelente equipo!.,2024-10-18
Samsung A15,5,0,0,0.9592187611674168,"Tópico 0: precio, calidad, camara, mas, buen",Muy bueno el celular quede conforme.,2024-07-13
Samsung A15,5,0,1,0.7019965591542479,"Tópico 1: cargador, bien, ahora, trae, compre",Muy bueno.,2024-06-27
Samsung A15,5,0,1,0.8495140586888574,"Tópico 1: cargador, bien, ahora, trae, compre",Está bueno.,2024-10-15
Samsung A15,5,4,1,0.8484399354408222,"Tópico 1: cargador, bien, ahora, trae, compre",God.,2025-03-15
Samsung A15,5,7,1,0.954431167504295,"Tópico 1: cargador, bien, ahora, trae, compre",Mejor de lo que esperaba.,2025-03-11
Samsung A15,5,4,1,0.8422270556998707,"Tópico 1: cargador, bien, ahora, trae, compre","Hace menos de un mes que lo tengo y hasta ahora me parece un excelente equipo, sin gastar demasiado es muy buen celular. La definición de pantalla es súper nítida, es ligero con las apps y me encanta el diseño en general, la cámara de 50mpx si bien no la probé demasiado me parece muy decente y saca buenas fotos. Lo único que capaz no me gusta tanto es la batería, no se mantiene como pensaba y en comparación con mi celu anterior que era un motorola tarda mas tiempo en cargarse al 100%, pero sacando eso estoy mas que feliz con mi compra.",2025-03-10
Samsung A15,5,5,1,0.7939062304187231,"Tópico 1: cargador, bien, ahora, trae, compre",Buen producto para ser de gama media cumple muy bien en todos los aspectos.,2025-03-10
Samsung A15,5,6,1,0.9404909688526505,"Tópico 1: cargador, bien, ahora, trae, compre","Lamentable que no incluya el cargador. El original cuesta un 10% del celular, que es bueno.",2025-03-08
Samsung A15,5,4,1,0.9085329057284157,"Tópico 1: cargador, bien, ahora, trae, compre","Más allá de que estaría bueno que te vengas con el cargador y no un cable usb raro, el celular es excelente. Buen rendimiento, la camara no es wow pero se la banca, saca fotos con gran angular y eso está bueno. La batería me llega a durar días dependiendo del uso, lo recomiendo para quien quiera un celular bueno sin quedarse en la quiebra.",2025-03-07
Samsung A15,5,6,0,0.7076624201105229,"Tópico 0: precio, calidad, camara, mas, buen","Lo unico malo q no trae cargador, hay q hacer un gasto aparte.",2025-02-26
Samsung A15,5,4,0,0.9438070482623476,"Tópico 0: precio, calidad, camara, mas, buen","Buscaba un celular de gama media con más memoria y buena cámara. La verdad estoy muy conforme, es lo que necesitaba.",2025-01-20
Samsung A15,5,4,0,0.9461398512413713,"Tópico 0: precio, calidad, camara, mas, buen","Hace poco menos de una semana que lo estoy usando, el producto es bueno teniendo en cuenta que lo estoy comparando con motorola. Pero es muy pronto para ponderarlo.",2025-01-18
Samsung A15,5,6,1,0.9119236899672651,"Tópico 1: cargador, bien, ahora, trae, compre","Se esperaria que al comprar un telefono, este cuente con. Su cargador.",2024-12-31
Samsung A15,5,6,0,0.7809574804256452,"Tópico 0: precio, calidad, camara, mas, buen",Todo bien. Lastima que no tree cargador.,2024-12-28
Samsung A15,5,4,0,0.902513034027157,"Tópico 0: precio, calidad, camara, mas, buen","Es espectacular lo compré para regalarle a mi mamá, quedó enloquecida con su celular nuevo. Lo recomiendo al 100 x 100, lo malo que no trae el transformador para cargar, pero ahora parece que samsung recortó ese accesorio.",2024-12-26
Samsung A15,5,6,0,0.9120108788097318,"Tópico 0: precio, calidad, camara, mas, buen","Hermoso el celular recomendable , lo único que no viene el cargador lo malo.",2024-12-26
Samsung A15,5,4,0,0.8920198960515842,"Tópico 0: precio, calidad, camara, mas, buen","Muy buen celular, lo único malo es el cable para cargar, ya que tiene de los dos lados la misma ficha.",2024-12-26
Samsung A15,5,6,1,0.6327577283744928,"Tópico 1: cargador, bien, ahora, trae, compre",Una marca mas que conocida por todos. Lo único malo es que te viene sin el cargador.,2024-12-23
Samsung A15,5,4,0,0.9120322058567211,"Tópico 0: precio, calidad, camara, mas, buen","Muy bueno, se lo regale a mi hija y le encantó, volvería a comprar uno para mí jaja.",2024-12-04
Samsung A15,5,1,0,0.8183154984425333,"Tópico 0: precio, calidad, camara, mas, buen","Excelente producto, lo usa mí esposa que solo saca fotos y manda whatsapp. Así que le va como piña de padrastro.",2024-12-01
Samsung A15,5,4,0,0.741124385244059,"Tópico 0: precio, calidad, camara, mas, buen",Todo perfecto!.,2024-11-11
Samsung A15,5,3,0,0.8121150498714915,"Tópico 0: precio, calidad, camara, mas, buen","Super rápido, muy conforme en cuanto precio y calidad!.",2024-11-08
Samsung A15,5,9,1,0.5592815703475356,"Tópico 1: cargador, bien, ahora, trae, compre",Buena relación precio calidad y es rápido al usarlo.,2024-11-08
Samsung A15,5,2,0,0.8827395616531187,"Tópico 0: precio, calidad, camara, mas, buen",Hasta ahora bien. Lo estoy probando todavía.,2024-10-15
Samsung A15,5,4,0,0.5380167895816528,"Tópico 0: precio, calidad, camara, mas, buen","Cumple como telefóno ,biena velocidad para aplicaciones normales , buenas imagenes , lindo , no se tilda como el anterior asi que esta feliz mi hijo , se lo regale para su cumple. Lo recomiendo.",2024-10-05
Samsung A15,5,5,0,0.890590925026751,"Tópico 0: precio, calidad, camara, mas, buen",Muy buen producto.,2024-10-02
Samsung A15,5,4,0,0.8330229129967781,"Tópico 0: precio, calidad, camara, mas, buen",Buenisimo.,2024-09-09
Samsung A15,5,1,0,0.910476152889878,"Tópico 0: precio, calidad, camara, mas, buen",Excelente precio y muy lindo celular.,2024-09-09
Samsung A15,5,1,1,0.7980052895815505,"Tópico 1: cargador, bien, ahora, trae, compre",Excelente producto.,2024-08-25
Samsung A15,5,7,0,0.9644284016495805,"Tópico 0: precio, calidad, camara, mas, buen",Feliz con la compra. Todo lo. Que esperaba y más.,2024-08-07
Samsung A15,5,3,0,0.8457853273244716,"Tópico 0: precio, calidad, camara, mas, buen",Exelente precio calidad.,2024-08-03
Samsung A15,5,4,0,0.8927914772193061,"Tópico 0: precio, calidad, camara, mas, buen","Hermoso. Me encanta,lo recomiendo.",2024-07-18
Samsung A15,5,0,0,0.749521847557251,"Tópico 0: precio, calidad, camara, mas, buen",Bueno.,2024-07-03
Samsung A15,5,3,1,0.7252202411332189,"Tópico 1: cargador, bien, ahora, trae, compre",Calidad precio muy bueno.,2025-02-11
Samsung A15,5,4,0,0.9064733191996712,"Tópico 0: precio, calidad, camara, mas, buen",Hermosa la cámara.,2025-02-18
Samsung A15,5,8,0,0.525159354025009,"Tópico 0: precio, calidad, camara, mas, buen","Excelente celular!. Lo uso para clases virtuales, pdf, uno que otro juego. La bateria le dura de 2 a 3 dias de acuerdo al uso.",2025-04-11
Samsung A15,5,7,0,0.9655169866480416,"Tópico 0: precio, calidad, camara, mas, buen","Esta hermoso , muy lindo todo. La bateria no me sorprendio del todo pero bueno es mas de lo que esperaba 😍🤗.",2025-02-25
Samsung A15,5,3,0,0.941151125502508,"Tópico 0: precio, calidad, camara, mas, buen",Muy buena calidad. Llevo una semana usándolo. Muy buena cámara y sonido. Buena resolución de pantalla y táctil. Lo mejor.,2025-02-15
Samsung A15,5,8,0,0.6536616803448011,"Tópico 0: precio, calidad, camara, mas, buen","Bueno, ya es la segunda vez que utilizo el seguro de mercado pago y 10 puntos, si compras el teléfono te lo recomiendo mil veces, esta vez me robaron y a los 3 días me devolvieron el valor total y me lo volví a comprar. El celular bien, me parece que la batería no le dura tanto y la cámara frontal es muy buena, la cámara trasera normal como todas. No es un teléfono grande, sino al contrario, y tuve un par de problemas porque se me trababa un poco al usarlo, pero después muy lindo! por algo me lo volví a comprar.",2025-01-16
Samsung A15,5,4,1,0.7481898661836288,"Tópico 1: cargador, bien, ahora, trae, compre",Es más amarillo pero con mí celular sale más claro jajaj. Lo recomiendo!!!.,2024-11-12
Samsung A15,5,4,1,0.875339185069239,"Tópico 1: cargador, bien, ahora, trae, compre",Estoy muy conforme.,2024-11-11
Samsung A15,5,8,0,0.9324729447687864,"Tópico 0: precio, calidad, camara, mas, buen","Trabajo en herrería, necesitaba un celu para guerrear el día a día, buena cámara para las redes y hacer publicidad. Hace 1 mes lo tengo y la verdad bárbaro. No trae cargador, asi que tuve que gastar en uno $35 000 y lo carga rapidísimo. Dura todo el día la bat.",2025-04-26
Samsung A15,5,3,1,0.8878851287298064,"Tópico 1: cargador, bien, ahora, trae, compre",Muy lindo buena calidad.,2025-03-28
Samsung A15,5,1,0,0.5159220410176858,"Tópico 0: precio, calidad, camara, mas, buen","Excelente me encantoo, cumple con todo.",2025-03-25
Samsung A15,5,4,0,0.900341143473437,"Tópico 0: precio, calidad, camara, mas, buen","Muy lindo, tiene una muy buena imagen, sonido y es rápido!.",2025-02-24
Samsung A15,5,4,0,0.9278564608373834,"Tópico 0: precio, calidad, camara, mas, buen",Me encantó! lo único que se me hizo raro es el cable que vino. Tiene el tipo c de ambos lado y sin enchufe. Le tuve comprar el enchufe original y me salió 30mil pero el celular todo de diez. La bateria la cámara y todas sus funciones.,2025-02-23
Samsung A15,5,4,0,0.7233562983918238,"Tópico 0: precio, calidad, camara, mas, buen","Excelente celular por el precio , buena batería, saca fotos buenas , y los más que me encanta es que tiene nfc 👌.",2025-01-27
Samsung A15,5,7,0,0.9103830833119514,"Tópico 0: precio, calidad, camara, mas, buen",Es bueno. Es lo que esperaba.,2024-12-26
Samsung A15,5,4,1,0.633767175291979,"Tópico 1: cargador, bien, ahora, trae, compre","Super completo , una belleza ¡¡¡ las fotos son increíbles.",2024-11-11
Samsung A15,5,0,1,0.8946328303868909,"Tópico 1: cargador, bien, ahora, trae, compre",Muy bueno es recomendable muy cumple toda la funciones q yo necesitaba.,2024-09-23
Samsung A15,5,1,0,0.9367054113918992,"Tópico 0: precio, calidad, camara, mas, buen",Excelente 👌 tal como lo imaginaba.,2024-09-10
Samsung A15,5,4,0,0.9573461645718748,"Tópico 0: precio, calidad, camara, mas, buen","Nunca me gustó el samsung solía ver q tenían mucha falla se traba todo y n tiene q ver el ram q tenga y x eso nunca me gustaron tuve un redmi note 8 y era una bala. Pero este la verdad está muy bueno tengo más de 18mil fotos y videos y anda a la perfección no se traba, lo único q n tiene para grabar pantalla y n viene con el cargador ni auricular pero el resto todo muy bien. Me encanta.",2025-04-26
Samsung A15,5,4,0,0.8258525586830419,"Tópico 0: precio, calidad, camara, mas, buen","Estoy muy satisfecho con el celu, es lo que buscaba precio/calidad y funcionalidad. Muy feliz.",2025-04-20
Samsung A15,5,4,0,0.7478180542509686,"Tópico 0: precio, calidad, camara, mas, buen",Exelente.,2025-04-02
Samsung A15,5,3,0,0.857803655651483,"Tópico 0: precio, calidad, camara, mas, buen","Muy sastifecho anda perfecto,buena calidad gracias recomendable.",2025-04-01
Samsung A15,5,9,0,0.846516054959962,"Tópico 0: precio, calidad, camara, mas, buen",Celular muy compacto gran duración de batería buenas fotos relación precio calidad muy conforme.,2025-03-30
Samsung A15,5,4,1,0.8618389084831297,"Tópico 1: cargador, bien, ahora, trae, compre",Simplemente hermoso.,2025-03-28
Samsung A15,5,9,0,0.9471167744680126,"Tópico 0: precio, calidad, camara, mas, buen","Buena relación precio calidad,ya tiene su funda y protector de pantalla, esperemos dure,buen producto.",2025-03-23
Samsung A15,5,4,1,0.9463312830374767,"Tópico 1: cargador, bien, ahora, trae, compre",Mi telefono es samsung y voy a regalar el a15 e s lo mejor en tecnologia.,2025-03-15
Samsung A15,5,4,0,0.5865669036853968,"Tópico 0: precio, calidad, camara, mas, buen","El segundo que encargo, hermoso🤗💖.",2025-03-14
Samsung A15,5,4,0,0.7588909445423123,"Tópico 0: precio, calidad, camara, mas, buen",Excelente equipo. Aunque solo trae cable para cargar. Hay que comprar el cabezal aparte (aproximadamente 20 mil).,2025-03-01
Samsung A15,5,1,0,0.9312439612521193,"Tópico 0: precio, calidad, camara, mas, buen","La cumpleaños quedo feliz ,excelente producto saca muy bonitas fotos ♡.",2025-02-26
Samsung A15,5,4,0,0.9228813728872177,"Tópico 0: precio, calidad, camara, mas, buen",Buenísimo 🫶samsung nunca falla.,2025-02-18
Samsung A15,5,1,0,0.8908326970647038,"Tópico 0: precio, calidad, camara, mas, buen",Excelente supero mis espectativas. Hermoso celular. Vuela.,2025-02-15
Samsung A15,5,1,0,0.8245036328906599,"Tópico 0: precio, calidad, camara, mas, buen",Es la marca líder en celulares por ello para el precio que tiene me ha parecido un teléfono realmente excelente.,2025-01-23
Samsung A15,5,3,1,0.8833086404258917,"Tópico 1: cargador, bien, ahora, trae, compre","Muy bueno, la verdad que si buscan un telefono calidad precio y no son muy exigentes, les va a ir de maravilla. Muy satisfecho.",2025-01-14
Samsung A15,5,1,0,0.8941050537083911,"Tópico 0: precio, calidad, camara, mas, buen","Muy bueno, excelente!!.",2025-01-08
Samsung A15,5,9,0,0.9240658316610412,"Tópico 0: precio, calidad, camara, mas, buen",Hermoso relación precio calidad vale la pena.,2024-12-27
Samsung A15,5,4,0,0.8748207021475356,"Tópico 0: precio, calidad, camara, mas, buen",Exelente producto.,2024-12-24
Samsung A15,5,4,1,0.8997238274058614,"Tópico 1: cargador, bien, ahora, trae, compre",Se configuró muy rápido y esta re lindo y sobre todo a un buen precio!.,2024-12-21
Samsung A15,5,4,0,0.8999028929684936,"Tópico 0: precio, calidad, camara, mas, buen","Ni idea, no probé el celular porque es un regalo de navidad para mi hermanita. Yo uso iphone jajjajaj igual esta re mortal el color lo amé !! es re grande y super lindo, la verdad que veo estos celulares con tremendos colores y me dan ganas de volver a samsung.",2024-12-20
Samsung A15,5,4,0,0.914900107000635,"Tópico 0: precio, calidad, camara, mas, buen","Recién lo tengo hace una semana, lo estoy descubriendo pero por ahora todo conforme.",2024-12-16
Samsung A15,5,0,0,0.8995711574227215,"Tópico 0: precio, calidad, camara, mas, buen",Es muy bueno.,2024-12-09
Samsung A15,5,5,1,0.9256027814868932,"Tópico 1: cargador, bien, ahora, trae, compre",Excelente precio y calidad muy buen producto.,2024-11-20
Samsung A15,5,4,1,0.740217196285514,"Tópico 1: cargador, bien, ahora, trae, compre",Perfecto estado.,2024-11-11
Samsung A15,5,8,0,0.7999946843633643,"Tópico 0: precio, calidad, camara, mas, buen","Exelente opción en gama media , sobre todo la duración de la batería , la carga rápida y la pantalla !.",2024-11-08
Samsung A15,5,4,0,0.8241358645874268,"Tópico 0: precio, calidad, camara, mas, buen",10 puntos.,2024-10-22
Samsung A15,5,4,0,0.954592752097846,"Tópico 0: precio, calidad, camara, mas, buen",Hermoso!!.,2024-10-20
Samsung A15,5,0,0,0.9580988244296096,"Tópico 0: precio, calidad, camara, mas, buen",Muy bueno me encantó.,2024-10-15
Samsung A15,5,0,0,0.6088281233340734,"Tópico 0: precio, calidad, camara, mas, buen",Muy bueno el celuuu.,2024-10-14
Samsung A15,5,5,1,0.9403212627037657,"Tópico 1: cargador, bien, ahora, trae, compre",Muy buen celular 👍.,2025-04-30
Samsung A15,5,4,0,0.7960917239016703,"Tópico 0: precio, calidad, camara, mas, buen",Genial.,2025-04-30
Samsung A15,5,4,1,0.567339467107756,"Tópico 1: cargador, bien, ahora, trae, compre",Flama.,2025-04-30
Samsung A15,5,5,1,0.8530882741456318,"Tópico 1: cargador, bien, ahora, trae, compre",Producto altamente recomendable !!.,2025-04-29
Samsung A15,5,4,0,0.9359932070714231,"Tópico 0: precio, calidad, camara, mas, buen",Fue para un obsequio. Dijeron que les gustó.,2025-04-29
Samsung A15,5,1,0,0.976491559753995,"Tópico 0: precio, calidad, camara, mas, buen",Excelente ya va una semana corre juegos pesado por el precio excelente producto y cálida en cámara y muy comodo.,2025-04-29
Samsung A15,5,4,0,0.569220763896349,"Tópico 0: precio, calidad, camara, mas, buen","Excelente,rápido y seguro.",2025-04-29
Samsung A15,5,4,1,0.9373075427620559,"Tópico 1: cargador, bien, ahora, trae, compre",Me gusta el modelo de celular que saco samsung.,2025-04-29
Samsung A15,5,4,0,0.6524169007835503,"Tópico 0: precio, calidad, camara, mas, buen","Es lindo , no se lo duradero que es , porque hace muy poquito que lo compre.",2025-04-29
Samsung A15,5,4,1,0.9107535080541331,"Tópico 1: cargador, bien, ahora, trae, compre",De diez.,2025-04-28
Samsung A15,5,1,1,0.7491983964203979,"Tópico 1: cargador, bien, ahora, trae, compre","Buenisimo producto. Como es de esperarse de samsung, y el mejor precio para un excelente producto. Recomiendo.",2025-04-28
Samsung A15,5,2,1,0.7822466150347251,"Tópico 1: cargador, bien, ahora, trae, compre","Por ahora todo bien. Muy rata samsung vendiendo ahora celulares sin cargador, pero el resto todo en orden, está bueno el equipo.",2025-04-28
Samsung A15,5,5,1,0.9446013430931237,"Tópico 1: cargador, bien, ahora, trae, compre",Es un buen celular con el que se puede grabar videos y que el sonido no sea chilloso a mi me encantó.,2025-04-28
Samsung A15,5,4,0,0.7142377876285397,"Tópico 0: precio, calidad, camara, mas, buen",100% recomendble. Hermoso producto. Muy buena imagen. Duracion de bateria. Buen sonido. Muchas gracias. !!!.,2025-04-28
Samsung A15,5,3,1,0.8292167973093433,"Tópico 1: cargador, bien, ahora, trae, compre","Se lo compramos a mamá para regalar, quedó súper contenta. Precio- calidad 🤭🤞🏻.",2025-04-28
Samsung A15,5,4,1,0.9134482330451605,"Tópico 1: cargador, bien, ahora, trae, compre",Muy conforme.,2025-04-26
Samsung A15,5,3,0,0.7052715340492693,"Tópico 0: precio, calidad, camara, mas, buen",Muy buena calidad.,2025-04-26
Samsung A15,5,5,0,0.9303723679446618,"Tópico 0: precio, calidad, camara, mas, buen",Buen celular más avanzado que el que tenia. Más preciso y agil.,2025-04-25
Samsung A15,5,7,1,0.930289868310102,"Tópico 1: cargador, bien, ahora, trae, compre",No es lo que esperaba pero esta bueno.,2025-04-25
Samsung A15,5,0,1,0.6393741005937268,"Tópico 1: cargador, bien, ahora, trae, compre",Por ahora muy bueno.,2025-04-25
Samsung A15,5,4,1,0.9265430385005643,"Tópico 1: cargador, bien, ahora, trae, compre","Me gustó mucho,, siempre uso motorola,,.",2025-04-25
Samsung A15,5,4,1,0.5802367240551668,"Tópico 1: cargador, bien, ahora, trae, compre",Cubrió todas mis expectativas.,2025-04-25
Samsung A15,5,2,1,0.5414867201174393,"Tópico 1: cargador, bien, ahora, trae, compre",Muy lindo 😊 y anda muy bien.,2025-04-25
Samsung A15,5,5,1,0.5715261333567204,"Tópico 1: cargador, bien, ahora, trae, compre","Muy buen teléfono, la cámara flama.",2025-04-24
Samsung A15,5,0,0,0.5964798683261204,"Tópico 0: precio, calidad, camara, mas, buen",Esta bueno me gusta.,2025-04-24
Samsung A15,5,3,0,0.9355187904666695,"Tópico 0: precio, calidad, camara, mas, buen","Siempre compro esa marca!es muy buena calidad ,por supuesto que deben ponerle funda y vidrio protector.",2025-04-24
Samsung A15,5,1,1,0.9699138554308566,"Tópico 1: cargador, bien, ahora, trae, compre","Excelente, y al mejor precio!!!.",2025-04-24
Samsung A15,5,6,1,0.6135475125543456,"Tópico 1: cargador, bien, ahora, trae, compre",Cuatro estrellas por qué vino sin cargador.,2025-04-24
Samsung A15,5,1,1,0.9125665977393407,"Tópico 1: cargador, bien, ahora, trae, compre",Excelente 👌.,2025-04-23
Samsung A15,5,3,1,0.9423353653274662,"Tópico 1: cargador, bien, ahora, trae, compre",Cumple con precio y calidad.,2025-04-23
Samsung A15,5,5,1,0.9519988892718931,"Tópico 1: cargador, bien, ahora, trae, compre",Muy buen producto. Fácil de usar.,2025-04-23
Samsung A15,5,1,1,0.7547596691328822,"Tópico 1: cargador, bien, ahora, trae, compre",Excelente. Cumple con las expectativas esperadas.,2025-04-23
Samsung A15,5,2,0,0.6436863355876699,"Tópico 0: precio, calidad, camara, mas, buen",Por ahora bien hace unos días que lo tengo.,2025-04-22
Samsung A15,5,0,0,0.6061522315041763,"Tópico 0: precio, calidad, camara, mas, buen","Muy bueno, en unos años te digo como va.",2025-04-22
